coordinate	CB45_CPT0H.sorted.dedup.bam	CB45_CPT2H.sorted.dedup.bam	CB45_CPT4H.sorted.dedup.bam	CEM_CPT0H.sorted.dedup.bam	CEM_CPT2H.sorted.dedup.bam	CEM_CPT4H.sorted.dedup.bam
chr1:20987718-20988421	5.394670	6.663173	5.135376	6.230441	12.446657	18.405087
chr1:21023046-21023509	2.119076	2.311394	2.306256	1.641469	3.239741	3.834795
chr1:21044438-21044762	1.164687	2.165909	1.673990	2.037037	4.510921	3.590325
chr1:21058520-21058906	5.376870	5.135897	2.898041	2.331606	9.416101	11.737338
chr1:21112885-21114037	6.272930	6.974903	5.443738	5.156250	12.002538	20.266441
chr1:21502975-21503682	4.536842	4.243281	3.476135	2.800565	9.220977	13.769014
chr1:21521869-21522019	0.754717	0.467836	0.790960	0.133333	1.153846	3.265306
chr1:21616427-21616734	2.335443	3.028744	2.153150	2.931596	4.698071	4.453899
chr1:21620658-21621233	1.837572	2.288330	1.385409	2.191304	3.779264	5.075422
chr1:21651053-21651569	1.901419	1.903985	2.003679	1.046512	2.161598	3.757317
chr1:21660665-21661343	2.393277	1.914816	1.424929	2.330384	3.176764	3.040154
chr1:21671677-21672479	3.387757	5.250033	3.782916	3.216958	8.967965	14.759021
chr1:21766526-21766904	2.096436	2.552678	1.659044	0.846561	3.205128	5.291006
chr1:21767128-21767447	2.365884	3.409778	1.965889	2.257053	2.712804	3.134796
chr1:21780351-21780888	2.705456	2.776961	1.641259	1.713222	2.184501	2.736290
chr1:21795102-21795403	1.817840	1.398846	1.464046	1.395349	2.811142	2.169639
chr1:21945476-21945890	2.962355	2.754471	1.596659	2.898551	2.415459	2.464754
chr1:21952315-21952629	5.347915	4.022796	4.156321	3.566879	7.533072	4.809567
chr1:21958421-21959010	3.011180	3.872159	2.129435	2.478778	6.529973	4.331104
chr1:21978207-21978612	3.680410	3.465454	2.134338	2.419753	5.223172	6.953893
chr1:21985728-21986220	5.944163	5.705320	4.099490	3.414634	9.693558	14.435042
chr1:21995525-21995966	2.139220	2.824522	2.382874	1.315193	4.229897	4.026100
chr1:22109114-22110283	3.550850	4.007023	3.479723	2.925577	9.278147	11.399940
chr1:22263774-22264216	2.091693	3.294435	1.763939	2.126697	5.438566	6.833502
chr1:22345659-22345829	3.662597	2.063983	1.994018	0.941176	3.167421	3.481393
chr1:22351466-22352731	3.534939	3.439429	2.559121	2.434783	7.129827	8.840849
chr1:22366146-22366735	2.466605	2.055223	1.956778	1.731749	4.342432	3.707425
chr1:22378972-22379890	3.021334	3.516416	2.935638	3.180828	9.007876	8.892447
chr1:22418913-22419141	1.572327	3.308710	2.081475	1.842105	2.446019	3.222342
chr1:22778174-22778925	2.612869	2.686476	2.708254	2.556591	7.041893	6.929536
chr1:23037106-23037277	2.537791	1.846722	1.685003	0.818713	3.373819	1.790190
chr1:23290923-23291075	1.117180	1.500462	0.557538	1.315789	1.012146	2.416756
chr1:23345612-23346638	1.875759	2.154509	1.932798	2.124756	4.779577	5.549588
chr1:23494430-23495631	1.822381	2.059687	1.665279	1.915071	3.874976	5.250727
chr1:23503968-23504484	1.133538	1.835985	1.510971	1.899225	3.279666	4.271476
chr1:23543441-23543648	1.640689	2.034071	1.391959	0.676328	1.207729	3.253475
chr1:23670275-23671303	6.570736	5.700047	4.814351	4.338521	11.130650	20.864765
chr1:23694485-23695717	6.861063	7.589998	6.190844	5.113636	14.251373	22.064671
chr1:23730353-23730581	2.813638	2.385349	1.412429	1.929825	1.855601	3.043323
chr1:23748862-23749129	4.098650	2.299757	2.412239	3.520599	5.617978	5.044715
chr1:23778622-23778772	3.270440	1.988304	2.146893	1.600000	4.230769	3.265306
chr1:23810530-23811353	4.929045	4.796317	3.748172	2.721750	7.874568	10.613236
chr1:23851291-23852027	4.076087	4.886537	3.983972	2.961957	3.945443	5.989352
chr1:23855028-23855317	4.439512	4.127967	3.518855	3.044983	6.787330	5.225620
chr1:23857233-23858025	3.025538	3.167641	2.760657	2.525253	7.527195	10.358689
chr1:23866357-23866624	4.098650	3.416782	3.047039	2.696629	6.050130	7.872813
chr1:23881146-23881648	7.441931	8.876774	5.537174	5.298805	14.518848	20.489471
chr1:23885300-23886272	2.737014	2.653238	2.545860	3.004115	8.705287	13.038549
chr1:23939777-23940094	1.785608	2.767170	1.443619	1.261830	2.062606	2.317646
chr1:23945978-23946400	2.235536	3.034838	1.606555	1.800948	2.005104	3.046716
chr1:23961393-23961655	1.008210	1.874916	1.099754	0.839695	2.128597	3.894688
chr1:23964432-23964692	1.306241	0.944669	0.977836	0.615385	1.479290	2.276295
chr1:24018127-24018836	2.501530	2.276495	1.936363	1.212976	4.963654	7.656659
chr1:24069592-24070479	2.765310	2.947052	2.847152	2.074408	5.723701	7.615673
chr1:24104440-24105471	2.013067	1.361308	1.742590	1.532493	4.513915	7.264594
chr1:24117342-24117771	3.078682	2.862635	2.963139	1.724942	5.199929	5.137720
chr1:24126997-24127662	5.277344	5.302730	3.644705	3.699248	11.769809	20.070583
chr1:24151800-24152200	2.500000	3.026316	2.457627	3.250000	7.067307	10.255102
chr1:24164983-24165394	3.029886	2.305033	2.639284	1.313869	3.930376	5.064800
chr1:24194446-24194988	3.307109	3.754775	2.314091	2.029520	6.634970	10.166428
chr1:24223073-24223273	3.113207	3.333333	2.288136	1.500000	3.653846	2.448980
chr1:24224174-24224310	0.971143	0.515996	0.997009	0.441176	2.969457	1.050420
chr1:24235491-24235646	2.312842	2.376910	2.843084	1.548387	2.853598	1.711652
chr1:24285469-24286604	2.111213	2.411315	1.523184	2.008811	5.201626	6.419132
chr1:24304069-24304218	2.026086	1.530672	0.796269	1.476510	5.678885	3.150253
chr1:24306395-24307149	3.903708	3.094606	2.989705	2.838196	6.095695	9.310886
chr1:24525898-24526325	1.060492	1.232590	0.754178	0.702576	2.431994	3.680161
chr1:24648279-24649134	2.780536	1.826203	2.220240	1.614035	3.958615	6.611767
chr1:24740149-24740293	4.979036	4.020468	4.119586	1.944445	6.410256	10.629252
chr1:24741998-24742598	4.874214	4.415205	4.293785	3.100000	9.807693	15.714285
chr1:24743282-24743581	2.587240	2.699055	2.607562	2.341137	7.525084	7.098492
chr1:24807725-24807899	4.662763	4.638032	3.604130	3.678161	3.315650	7.623739
chr1:24812844-24813400	1.968237	1.861669	1.676625	1.438849	2.801605	2.826310
chr1:24828561-24829665	3.708641	3.734427	3.807418	2.065217	6.758640	7.911861
chr1:24861617-24861803	3.043214	1.131862	2.551485	2.795699	3.722084	3.401361
chr1:24969060-24970194	6.289309	5.445713	4.633366	5.008819	12.040429	18.608501
chr1:25048950-25049114	1.495628	0.748823	2.273667	1.463415	1.993433	3.733201
chr1:25071402-25072375	7.233027	7.410613	6.480046	5.549846	16.918333	23.113871
chr1:25174525-25175162	3.258197	3.112176	2.314876	2.197802	5.524695	7.432800
chr1:25251548-25252151	1.564505	1.832941	1.545943	1.326700	6.187014	8.833385
chr1:25256583-25257108	1.976640	2.740184	1.226796	2.438095	10.109890	13.799807
chr1:25291460-25291910	3.018868	4.015594	2.937853	2.800000	6.025641	8.752834
chr1:25324060-25324489	4.530061	3.803215	3.476749	1.958042	4.034427	3.805718
chr1:25348831-25349676	2.835771	3.986297	2.547387	1.822485	3.891670	4.274846
chr1:25558584-25559770	1.813612	1.745511	1.586303	1.483980	3.923985	4.164229
chr1:25566191-25566833	4.085111	3.525168	2.772058	2.616822	5.481668	8.042469
chr1:25573045-25574504	3.582190	3.619398	2.416329	3.029472	9.766964	16.463612
chr1:25593971-25594591	1.460742	2.009055	1.640240	1.354839	5.366004	8.689927
chr1:25663920-25665366	2.426994	2.280945	1.863704	2.503458	5.386211	7.903577
chr1:25756577-25757867	5.440983	5.875153	4.703718	3.720930	11.150865	18.035122
chr1:25833556-25833833	1.975342	1.900057	2.080401	1.299639	4.512635	3.094378
chr1:25869993-25870194	1.877405	0.698263	1.180538	0.895522	2.678913	4.670525
chr1:25935007-25935326	2.425031	2.584832	2.337814	1.253918	6.450446	5.757789
chr1:25942825-25943717	2.411371	3.323893	2.489169	1.659193	6.316833	10.112565
chr1:25969042-25969517	2.065541	1.034164	0.820696	0.968421	1.619433	2.320086
chr1:26002572-26002929	2.589715	1.621701	1.709158	2.184874	2.747253	2.343795
chr1:26101380-26101916	4.400169	4.025923	4.901340	3.246269	7.175660	5.939689
chr1:26126491-26126748	1.835401	1.023961	1.978500	1.556420	5.836576	5.082188
chr1:26137281-26137454	1.854074	1.419734	0.685804	1.271676	2.556692	1.651528
chr1:26146214-26147386	3.219782	3.517753	2.776653	2.372014	5.923470	8.236401
chr1:26185496-26186313	3.279370	2.641242	1.970832	1.272950	6.543640	6.744436
chr1:26202025-26202267	1.559333	1.739887	1.260681	1.322314	2.860776	3.963569
chr1:26222024-26222344	1.533019	1.425439	1.271186	0.812500	2.764423	4.719388
chr1:26231621-26233359	4.060186	4.714029	3.325467	4.027618	10.578030	17.566521
chr1:26249004-26249597	2.195425	3.047247	1.972161	1.618887	2.951096	3.751248
chr1:26297917-26298171	4.159857	3.315375	4.604297	1.259842	2.271351	2.490760
chr1:26324257-26325057	4.292453	4.210526	4.343220	3.250000	10.168268	13.010203
chr1:26343369-26343646	1.089844	1.456710	1.590895	1.010830	2.915857	2.062919
chr1:26343671-26343865	2.723206	1.356484	3.232570	2.474227	2.973830	2.419524
chr1:26361702-26362669	3.102379	3.047951	2.821937	2.275078	5.051309	9.011671
chr1:26431449-26431652	0.557673	1.209921	1.168907	0.689655	1.610458	3.015985
chr1:26437465-26438775	3.269480	3.187358	2.833484	2.366412	7.897828	10.219661
chr1:26452873-26453407	2.508657	2.694001	3.173999	2.134832	6.158168	8.369640
chr1:26483225-26483375	2.515723	2.690058	0.790960	1.200000	0.897436	0.816326
chr1:26488325-26488555	2.214930	1.830664	1.989683	1.217391	4.765886	5.678793
chr1:26496181-26496652	3.565277	2.570120	2.950808	2.632696	6.941042	8.925864
chr1:26527686-26528026	3.940067	4.179566	3.190429	1.470588	2.884615	4.621849
chr1:26560247-26561170	6.602752	6.937713	4.388784	3.986999	11.584299	17.268446
chr1:26606208-26606669	4.420251	4.566731	3.713372	3.080261	9.177374	10.978795
chr1:26611348-26611571	5.668838	6.765793	5.168351	3.049327	9.830976	9.975290
chr1:26615782-26616002	5.488851	3.907496	1.694915	2.727273	4.195804	3.153989
chr1:26632894-26633671	3.909570	3.793267	2.835765	2.471042	7.078507	11.241562
chr1:26633985-26634151	2.159582	4.544494	0.918930	1.445783	3.591288	1.106467
chr1:26644137-26644322	2.141764	3.603604	1.465873	1.837838	2.286902	1.654716
chr1:26644622-26644812	1.092354	1.200369	1.962533	1.789474	0.809717	2.470462
chr1:26704705-26705283	5.288242	4.704669	3.430884	2.560554	7.253128	8.685827
chr1:26758469-26758987	4.880892	4.233557	3.075715	3.204633	9.504009	16.389568
chr1:26798433-26799984	4.087442	4.366170	3.464140	3.197937	10.787086	17.697601
chr1:26826682-26827883	2.827832	3.958689	1.764067	2.847627	5.844489	9.074071
chr1:26855958-26856560	3.698364	5.129102	2.759164	1.827242	7.187580	10.237983
chr1:26868425-26868729	4.654916	3.866575	3.177966	2.500000	5.630061	4.967777
chr1:26872087-26872537	3.480084	3.040936	3.653484	2.977778	9.743590	11.882087
chr1:26946630-26948073	5.047137	5.665585	4.463394	4.698545	9.435472	14.652015
chr1:27018866-27019753	3.063113	3.045946	2.808935	2.931229	8.325383	9.111197
chr1:27021731-27022857	3.468615	4.035399	2.604088	3.126110	8.658970	10.711566
chr1:27050000-27050230	4.183757	2.669718	1.915991	1.478261	2.508361	4.259095
chr1:27070504-27070864	3.249476	3.752437	3.201506	2.055556	4.861111	5.498866
chr1:27113829-27114873	3.704909	3.327284	2.743685	2.356322	7.110227	10.731878
chr1:27115572-27115866	2.631241	3.162669	1.268304	2.517007	3.859236	7.843954
chr1:27152905-27153509	3.123829	2.381783	1.964306	1.821192	5.699185	7.230707
chr1:27160098-27160361	2.582681	3.201921	2.706709	1.140684	5.191576	3.259098
chr1:27191221-27192117	4.569575	5.893640	4.104873	3.995535	11.675823	18.586004
chr1:27216465-27217074	1.580073	1.094691	1.475049	2.167488	4.926108	3.351094
chr1:27226532-27227175	1.115056	1.118660	1.397053	1.244168	2.362723	3.300854
chr1:27247846-27248593	4.293905	3.569835	3.721099	3.373494	10.606529	16.118896
chr1:27320140-27320484	0.493638	1.070991	1.330311	2.383721	2.459749	3.915519
chr1:27324356-27324551	2.031930	1.799370	3.302912	1.230769	4.043393	4.290947
chr1:27371150-27371559	3.644416	2.659460	1.491857	2.151589	2.303931	5.039669
chr1:27426218-27426427	2.618037	2.266432	2.108507	1.531100	3.128450	3.808222
chr1:27438579-27439005	4.296218	3.747632	2.705498	2.676056	3.159986	3.018109
chr1:27463643-27463840	3.160617	1.870158	4.129743	2.335026	3.026162	3.729411
chr1:27480884-27482003	2.529212	2.492827	1.953924	2.198391	8.970922	13.970200
chr1:27560669-27561505	8.057236	7.407874	5.615927	4.904306	11.892713	20.359339
chr1:27648417-27649064	5.045055	4.392744	3.772300	3.431221	10.373321	15.645206
chr1:27668192-27668700	2.897043	3.384445	2.936074	1.968504	4.088431	3.896834
chr1:27668894-27669087	2.150748	1.908917	2.722403	1.761658	3.686728	4.652638
chr1:27669527-27670263	2.768663	3.313310	2.118644	3.043478	3.736413	4.824756
chr1:27683605-27684238	2.682643	2.383526	1.204916	2.053712	3.038036	5.642067
chr1:27692013-27693110	2.734731	3.470390	2.611127	1.786691	4.680597	6.120589
chr1:27718824-27719254	6.581834	6.976744	4.690579	3.581395	11.314848	15.757001
chr1:27755004-27755176	2.303642	1.631987	2.660623	1.744186	0.670841	2.254390
chr1:27816185-27817138	4.157675	5.688408	3.806001	3.903463	9.867624	16.125233
chr1:27852142-27852284	3.587563	5.683222	3.580807	5.774648	6.094258	7.473412
chr1:27883375-27883520	2.602472	2.419843	3.039159	2.344828	3.448276	4.081633
chr1:27894919-27895429	7.473178	7.464740	5.649717	4.980392	12.066365	22.288916
chr1:27925810-27925948	5.058792	5.593695	6.386637	1.739130	2.229655	5.323869
chr1:27930289-27930828	3.045472	4.784689	2.515644	3.265306	8.919652	12.116164
chr1:27944972-27945176	2.774695	2.407981	2.658691	2.058824	4.336350	2.501000
chr1:27945303-27945454	1.499438	1.394214	1.459199	1.059603	2.037698	3.513988
chr1:27959067-27959637	3.343264	3.724223	2.854594	2.210526	3.036437	4.726101
chr1:27986258-27986778	4.426705	3.947368	2.640157	2.692308	7.988166	13.304553
chr1:27989299-27989893	3.176419	2.894442	2.111511	2.087542	5.471381	7.249365
chr1:27998393-27999020	3.099516	3.413638	2.703214	2.296651	6.134217	8.007030
chr1:28052084-28052859	8.788801	9.575552	6.954620	6.554839	17.096775	27.281107
chr1:28099292-28100140	5.028480	5.337636	4.077391	3.490566	9.161829	16.148441
chr1:28156982-28157761	3.124470	3.265545	2.154000	2.233633	5.974129	6.497079
chr1:28195671-28195856	3.671596	3.982930	2.748511	3.783784	5.197505	5.295091
chr1:28198851-28199361	2.034776	2.339181	1.628448	1.254902	3.846154	5.002001
chr1:28240808-28241531	5.349826	6.017811	3.657079	3.651453	10.267050	15.214385
chr1:28286167-28286939	3.837130	3.772384	2.919997	2.642487	6.377042	8.723697
chr1:28414691-28415511	3.842614	3.423192	2.645721	2.878049	6.965291	9.556993
chr1:28495860-28496186	4.861674	4.251426	3.743371	3.435583	6.016989	6.385376
chr1:28559219-28559645	1.904509	2.059139	1.671043	1.924883	5.913687	9.437577
chr1:28562373-28562904	4.335003	4.757657	3.032334	3.276836	9.597276	16.257349
chr1:28573128-28574141	4.712325	4.901196	3.965399	3.869694	9.283165	13.276386
chr1:28585754-28586591	4.192872	3.458467	2.915983	2.819594	8.202371	11.532928
chr1:28655196-28655924	2.099316	2.433970	1.536599	1.868132	5.732249	8.662256
chr1:28696001-28696945	2.418452	2.341659	2.316145	1.822034	5.704041	6.161363
chr1:28832058-28833444	2.654578	3.569530	2.323477	2.294372	13.333889	19.333275
chr1:28844623-28845271	3.697880	3.952783	2.354049	3.240741	7.716050	10.487528
chr1:28879004-28880159	3.528547	4.617605	3.272434	2.147186	8.141858	11.767824
chr1:28907135-28908743	2.851310	3.611329	2.466481	2.599502	13.597876	19.557823
chr1:28918707-28919027	1.120283	1.425439	1.694915	1.750000	3.605769	2.869898
chr1:28969303-28970104	4.004428	3.504391	2.941239	3.345818	8.739076	12.280567
chr1:28974579-28976083	3.738459	4.245987	3.121619	2.593085	13.272300	17.300804
chr1:28994987-28996550	2.438465	2.671426	2.591713	1.855406	4.847680	7.194433
chr1:29063002-29064229	3.090834	3.860507	2.735071	2.428688	7.726788	11.759227
chr1:29172692-29172977	1.125455	1.538935	1.129943	1.052632	1.214575	2.434658
chr1:29211442-29212022	3.773585	4.809438	2.746932	3.034483	8.753316	13.230120
chr1:29213310-29213850	4.297694	3.866147	3.327056	4.037037	8.404558	12.736205
chr1:29240739-29241564	5.237278	5.677831	2.978942	4.509091	11.188812	18.453928
chr1:29253285-29253817	1.418641	1.121224	0.860201	1.466165	2.277328	1.918060
chr1:29451072-29451323	1.353078	2.516251	1.620636	1.195219	2.145265	2.764452
chr1:29466655-29466795	2.291105	0.877193	0.847458	0.857143	0.274725	0.000000
chr1:29507776-29508894	5.248590	4.739039	3.486856	3.220036	8.961744	13.489832
chr1:29529296-29529592	1.211117	1.600285	1.087952	0.675676	3.053534	3.585218
chr1:29557271-29557704	3.268116	4.578421	3.248914	3.233256	10.792325	10.369044
chr1:29562690-29563209	2.217617	2.298617	1.828810	1.464355	5.187491	5.819669
chr1:29575788-29576101	3.436012	1.961774	2.382629	3.003195	1.658884	2.738476
chr1:29586206-29586589	1.921277	2.656773	1.681639	1.148825	1.908014	3.037246
chr1:30911478-30911634	2.177068	1.237067	1.086484	2.692308	3.205128	2.223967
chr1:31190846-31192283	6.538779	6.372926	4.682542	4.885178	11.950645	16.871883
chr1:31216523-31217012	3.202531	2.080867	1.663720	1.717791	2.988831	4.089980
chr1:31251395-31251661	1.702369	3.033900	2.293870	1.278196	1.301330	4.296455
chr1:31538024-31538954	4.240211	3.282399	2.952433	3.182796	8.209264	11.937678
chr1:31627656-31628437	3.792912	3.976009	3.016558	3.021767	6.722151	9.694530
chr1:31643682-31643987	4.206619	4.314064	3.889969	1.967213	3.089533	2.676480
chr1:31654442-31655199	2.517385	2.618832	1.276224	1.109643	2.489584	3.262071
chr1:31655281-31655425	2.751573	2.436647	1.883239	1.666667	3.071581	7.086168
chr1:31769427-31770108	7.037376	7.574001	5.799049	5.227607	16.011522	23.614733
chr1:31867523-31867960	3.195026	2.208037	2.365900	1.739130	3.212462	5.043665
chr1:31896167-31896564	2.566418	2.342127	1.067327	1.460957	1.840728	2.416080
chr1:31904626-31905017	11.388312	8.794364	8.799687	12.020461	7.279166	8.507751
chr1:31949821-31950298	3.164432	3.641179	3.588814	1.551363	2.217384	1.882514
chr1:31971546-31972337	3.768814	3.992281	3.192698	2.402023	4.983954	5.779303
chr1:32014611-32014939	1.725725	1.979033	1.395205	1.341463	3.107411	4.168741
chr1:32110067-32111121	4.242598	4.760478	3.393047	3.017078	8.356444	13.437634
chr1:32170882-32171360	2.565722	2.642590	2.127509	1.464435	3.258771	2.817864
chr1:32204964-32205280	4.119895	4.552520	4.880927	2.341772	7.302823	9.299922
chr1:32226471-32226744	2.764531	3.663004	2.669647	1.831502	6.551141	5.830904
chr1:32254139-32255254	2.792114	2.926599	2.386562	2.170403	4.605036	6.168207
chr1:32281388-32281819	2.845511	3.500631	1.730308	1.856149	4.908085	6.676453
chr1:32292606-32293376	2.303357	2.096149	2.971605	2.129870	2.772228	2.809436
chr1:32313910-32314817	2.953964	4.603570	2.915179	1.521500	4.219320	4.477645
chr1:32345726-32346305	1.694529	0.848408	0.966014	1.139896	2.690315	1.868105
chr1:32354884-32355422	2.244511	2.934847	1.480688	1.449814	3.753217	3.262271
chr1:32403168-32404343	5.812927	5.210900	4.053372	3.642553	11.440262	17.281807
chr1:32409746-32410415	3.666413	4.090944	2.685516	2.391629	7.560078	7.351819
chr1:32423351-32423724	3.389145	5.079723	2.817285	2.520107	5.516602	5.033649
chr1:32450463-32450720	2.863226	3.140146	2.176350	0.544747	2.918288	2.144048
chr1:32450997-32451268	1.810207	1.424225	1.563575	1.254613	2.909452	2.560434
chr1:32478878-32479994	6.289308	5.785072	4.768847	4.139785	12.045078	17.409113
chr1:32538192-32539159	6.907182	7.801303	5.556237	5.398139	13.980590	21.906591
chr1:32573489-32574277	1.676085	2.048268	1.613181	2.081218	4.710074	6.630063
chr1:32645132-32646032	3.857443	3.742690	2.598870	2.711111	6.965812	8.594105
chr1:32665943-32666396	1.957599	2.323690	1.571445	1.501104	4.415011	4.865522
chr1:32666958-32667257	2.902758	2.112304	2.777621	2.474916	7.010548	7.781039
chr1:32671134-32671465	3.078151	3.869190	2.969942	2.235650	7.494771	5.734016
chr1:32687593-32688248	2.650151	2.839159	1.474964	2.198473	6.752789	7.882848
chr1:32705902-32706399	2.125963	2.082671	2.012072	1.086519	2.089460	3.285016
chr1:32713884-32714337	4.040152	2.827156	2.544244	2.030905	4.499915	5.811596
chr1:32715431-32716211	3.483309	3.328835	2.803129	1.974359	4.561144	6.305600
chr1:32739374-32739744	7.496175	5.595069	5.817682	5.027027	10.446985	11.913954
chr1:32757297-32758133	5.326352	5.057500	4.622496	5.191387	10.236474	18.064642
chr1:32787631-32787793	1.863499	0.541477	1.464742	2.962963	4.154796	1.133787
chr1:32800534-32802064	4.612160	6.100218	3.777556	3.699346	13.725491	26.117113
